Data do início dos sintomasundefined,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12
Casos confirmadosundefined,721.14,755.86,492.14,418.29,363.43,273.29,242.86,216.57,201.14,191.57,183,168.43,169,150.57,162.86,157.71,150.43,149,149.14,154,154.86,148.43,162.14,173.14,203.43,275.86,315.29,333.43,324.14,340.86,334.57,300.29,223.29,176.57,153,165.57,135.86,137.43,140.57,148.14,173.57,178.71,171.57,179,186.29,204,201.86,181.14,176.29,173.57,178,190.71,178.29,197.57,191.29,350.14,387.29,426.14,450.29,532.71,542.14,567,448.43,461.57,623.71,633.29,625,764.43,853.71,1185.43,1360.71,1329.14,1665.57,1766.14,2137.57,2213.14,2037.29,3189.71,3240.71,3411.29,3496.57,3239.86,3354.86,3397,2473,2773.43,2989.14,3561.57,3711.86,3898.57,6013.43,6213.57,6169.29,5957.29,6017.71,6768,6851.14,5220.71,5505,5864.86,6612.71,6546.71,6325.86,8746.86,8915.57,10157.71,10977.86,10891.71,11289,11797.29,10422.57,11373.29,10873.57,10958.29,11168.57,13519.71,15669.57,16163,16139.86,16815,18326.29,18974.71,17544.57,16596.71,16682.57,19104.14,19498.29,19031.14,19482.29,19903.57,21667.29,21978.71,20175.86,21006.43,21083.71,23526.29,23798.29,22454.29,22460.71,22454.29,23548.86,23869,21927.14,22734.14,23095.71,24043.43,24091.57,26251.14,27090.86,27746,27737.71,29188.14,29544.29,30127.14,27930.86,27853.71,30506,30326.57,30008.29,29729.71,30369.43,32413.57,33186.57,31235.86,32691.57,33104.14,36142,36057.71,35168,35116.43,35541.86,36575,37359.57,34957.71,35784.14,35702.57,37192.29,41128.43,41107,41524.86,42148.14,43163.71,44462.29,44919.86,42121.14,41971.29,44912,45261.43,44833,45191.86,44956,46153.71,46593.14,44336.86,44655.86,44398.43,46444.43,45569.86,44058.14,43719.57,42756.43,42880.71,42504.29,39685.43,39877.86,38847.29,38486,38664.86,40427.14,40603.29,40081.43,39657,40464.29,39955.43,39275.86,36621.43,36016.57,37525,37171.86,37013.29,36669.71,36613.29,36768.86,36071.86,33761.57,33588.14,32726.57,33707.57,32674.29,31168.43,30962,30522.14,30335.14,29829.71,28099.29,28749.57,28278.14,28138.71,27376.71,28153,28156.29,27824.29,26673.43,27101.43,26695.43,25643.57,24260,24226.71,25127.57,24874.71,24288.29,24176.43,24975.29,24837,23883.29,22425,22286.57,22173.71,22996.14,22650.71,21856.71,21946.71,21886.29,22196.57,22236.29,21408,21554.57,21510.14,21790.14,23177.14,22785.29,22565.14,22449.43,22865.29,23275.57,23384.57,22392.71,22986.43,25084,25709,25375,26144.57,26431.29,27386.86,27574.14,26324.43,26619.43,27256.14,27813,27613.86,26921.71,26722.71,26511.14,26617.43,26559.29,25376.14,25966.29,25801.86,25838.43,25849.86,27192.14,27268.43,28570.86,28938.29,30652.29,31942.14,33100.57,32687.43,34336.71,36049.71,36450.71,36919.14,37585.71,38629.14,40509,42059.71,42379,44843,45904.57,48692.57,49421.57,49531.57,50560.43,50581.43,50856.29,50581.86,48690.86,48477.71,47390.43,46906.86,48233.43,46748.29,46375.86,46283,46753.57,46622.43,45914.57,43829,43815.57,44810.43,44280.86,43512.29,43069.43,42433.71,42575.14,41672.71,39794.14,39686.86,38511.71,39066,37813.29,36348.71,36618,36939.86,36435.43,37913.57,38036.71,39282.29,39514.86,40263.86,40809.29,44471.57,46123.14,48191.29,51001.14,53824.29,54514.86,55199.43,53086.29,51749.71,51557.57,49395.29,47710.86,46684.14,45985.71,46030.14,45012.71,42697.43,42184.57,41716.86,42209.57,41328.43,39619.43,39018.71,38615,37793.86,36743.29,34832.86,34408,33395.86,32790.71,32226.86,33278.43,33405.14,33435,33161.43,34130.43,34434.57,34695,33386.86,70658.43,72122.71,72391.14,72872.57,73765.71,75023.57,77057.29,41053.57,41566,44028.71,45772.43,48994.86,49792.86,50695.43,51812.29,52472.29,53397,54475.71,53791.14,56638.14,61278.14,63104.71,64609.86,65319.57,67617.29,68942,68218.43,66447.71,67029.29,69897.29,69976.71,69723.86,69902,70232,70982.86,70368,67469.57,67764.29,66948.29,68233.43,66822.29,64154.14,63049.86,61617.14,60654.57,58610.86,54691.14,53664.14,51432.43,49839.43,48699.14,49602,48087.57,47801.86,47765.86,48530.71,48422,48297.29,45375.71,45759.71,46761.29,45684.71,44508.43,43843.57,43516,43487.29,42802.86,40718.14,40683.57,40425.29,41991.71,41329.57,41016,41299.71,42018,42931.29,43099.43,41618.71,42300.71,41510.43,41934.14,43776.14,43652.57,44088.43,44668.57,45761,46786.43,47021.71,45895,46639.29,49381,50081.43,50401.71,51408.29,52797.29,54919.29,55388,54591.57,55754.43,56368.71,58712.57,58766.57,57621.57,57678.14,57865,59165,59302.86,57563.57,58083,57621.57,57179.71,56045.57,56444.86,56418.29,55572.14,54696.14,55177.29,55241.14,54993.29,51843.29,50423.43,51039,49571.57,47943.57,46569.86,45586.14,45100,44141.57,41808.14,41316.57,40621.29,41091,39730.29,38416.57,37495.14,36613.57,35560.57,34542,32271.29,31350.71,30123.14,29847.71,30659.14,30094.14,29734.86,29805.57,29763,29911.14,29384.29,27978.57,27437.57,27884.14,27367.14,26852.29,26527.86,26082.29,25862.57,25197.86,23836.14,23496.29,22801.14,22843.29,22264,21549.86,21221,20849.29,20756,20122.57,19255.71,19076.86,18513.29,18072.29,17710.71,18092.86,18083.57,17928.29,17717.71,17939.43,17812.29,17625.43,16687.86,16381,16578,16306.86,15942.71,15769.71,15767.43,15774.43,15495.29,14860.71,14843.14,14638.71,14701.14,14201.86,13551.57,13045.86,12574.71,12133.14,11591.86,10644.57,10322,9812.14,9114.43,8538.57,7963.86,7224.29,6343.57,5448.29,4685.71,3675.14,2873.71,2059.29,1615.29,1211.43,985,869.86,757,703.86,691.29,638.43,579.14,566.43,566.14,558.14,546,519.14,507.14,489,471.71,439.29,389.43,347.86,300.14,252.14,205.71,151,112.86,81,67.71,56.57,52,44.43,42.86,42.86,43.57,44.71,48.57,53.57,54.86,60.71,59.29,60.43,58.57,62.71,61.43,58.14,55.29,55.86,57.43,58.29,52.29,48.57,48,46.29,43,45,43.43,44,45.71,48.29,48,48.71,44.14,44.14,44.86,42.29,42.14,43,44.43,45.57,46.57,45.14,47.29,47.71,50,52,52.86,51.86,51.86,54.57,58.43,55.86,56.43,57.86,60.14,62.71,60.57,58,58.57,57.86,53.57,53,50.57,49.14,47.57,47.14,45.57,45.14,43.71,45.71,45.71,45,48,49.43,52.29,55.57,54,57.43,61.86,64.29,68,73.57,74.86,80.29,83.71,91.29,113.43,130.29,141.29,152.43,162.14,170.86,170.29,153,134.71,115.14,96.29,75.57
